ticket_id,agent_id,created_at,ticket_category,resolution_hours,priority,status
SUP1200135,A015,2025-10-20 11:45:56,другое,39.3,low,in_progress
SUP1200136,A024,2025-09-25 17:21:42,интеграция,30.2,medium,resolved
SUP1200137,A018,2025-01-11 06:47:34,доступ,3.1,medium,in_progress
SUP1200138,A021,2025-01-02 06:59:18,ошибка системы,56.2,low,new
SUP1200139,A008,2025-09-12 13:33:36,доступ,51.8,low,new
SUP1200140,A029,2025-09-09 11:13:28,интеграция,29.7,high,in_progress
SUP1200141,A021,2025-07-19 03:10:06,доступ,61.0,medium,resolved
SUP1200142,A029,2025-03-20 01:59:34,оборудование,38.7,high,new
SUP1200143,A014,2025-11-02 23:37:18,оборудование,5.2,medium,resolved
SUP1200144,A008,2025-01-15 09:46:27,интеграция,19.0,critical,in_progress
SUP1200145,A030,2025-10-20 00:11:47,другое,33.5,low,in_progress
SUP1200146,A022,2025-03-15 16:12:17,доступ,7.9,high,in_progress
SUP1200147,A023,2025-06-19 13:30:29,интеграция,41.3,low,resolved
SUP1200148,A008,2025-09-29 22:33:16,ошибка системы,9.1,low,in_progress
SUP1200149,A019,2025-08-02 23:48:59,ошибка системы,14.8,high,in_progress
SUP1200150,A013,2025-02-26 22:25:45,другое,64.4,high,resolved
SUP1200151,A028,2025-12-04 19:29:22,оборудование,72.0,high,in_progress
SUP1200152,A030,2025-06-24 18:59:58,интеграция,39.8,low,new
SUP1200153,A005,2025-08-24 18:22:40,доступ,44.8,medium,in_progress
SUP1200154,A010,2025-11-17 01:30:28,интеграция,57.5,low,in_progress
SUP1200155,A007,2025-10-08 17:59:01,другое,50.3,low,resolved
SUP1200156,A009,2025-09-30 10:38:18,интеграция,13.5,high,new
SUP1200157,A014,2025-01-21 01:48:52,другое,29.9,medium,resolved
SUP1200158,A006,2025-01-24 09:08:04,другое,38.8,critical,resolved
SUP1200159,A010,2025-10-21 10:21:47,другое,26.2,medium,escalated
SUP1200160,A001,2025-03-11 06:30:17,интеграция,13.1,critical,in_progress
SUP1200161,A011,2025-12-16 15:25:00,ошибка системы,53.1,medium,resolved
SUP1200162,A008,2025-09-30 20:29:49,доступ,14.7,medium,in_progress
SUP1200163,A006,2025-10-06 11:10:50,другое,19.1,low,resolved
SUP1200164,A017,2025-10-03 21:55:57,оборудование,21.0,high,resolved
SUP1200165,A004,2025-04-28 11:17:11,другое,12.1,high,new
SUP1200166,A006,2025-06-29 03:41:01,интеграция,61.2,medium,resolved
SUP1200167,A029,2025-12-26 09:07:41,другое,44.2,medium,resolved
SUP1200168,A015,2025-03-14 04:25:18,оборудование,60.2,medium,in_progress
SUP1200169,A010,2025-06-03 16:22:07,ошибка системы,35.8,medium,in_progress
SUP1200170,A017,2025-10-15 11:05:45,интеграция,37.6,critical,in_progress
SUP1200171,A010,2025-08-24 07:45:35,интеграция,44.6,low,new
SUP1200172,A005,2025-08-06 17:13:36,интеграция,27.0,medium,new
SUP1200173,A019,2025-06-27 05:52:23,оборудование,36.0,low,resolved
SUP1200174,A007,2025-05-23 05:37:32,интеграция,39.6,medium,in_progress
SUP1200175,A029,2025-01-16 14:39:02,ошибка системы,68.7,high,in_progress
SUP1200176,A024,2025-11-23 22:12:46,доступ,63.6,low,resolved
SUP1200177,A019,2025-03-21 15:43:12,доступ,9.7,low,resolved
SUP1200178,A010,2025-09-13 07:01:49,другое,3.5,high,resolved
SUP1200179,A019,2025-07-30 00:43:04,доступ,49.1,medium,resolved
SUP1200180,A030,2025-06-10 22:19:07,оборудование,4.0,medium,resolved
SUP1200181,A011,2025-04-26 16:15:31,доступ,4.8,low,in_progress
SUP1200182,A003,2025-08-13 01:28:28,оборудование,11.9,low,resolved
SUP1200183,A030,2025-10-03 05:48:54,оборудование,25.6,low,resolved
SUP1200184,A011,2025-08-25 01:57:54,другое,31.6,medium,resolved
SUP1200185,A006,2025-08-19 18:22:47,доступ,37.6,medium,in_progress
SUP1200186,A006,2025-11-30 00:39:41,другое,71.4,medium,resolved
SUP1200187,A015,2025-12-18 01:35:45,интеграция,28.0,low,resolved
SUP1200188,A003,2025-12-05 11:14:57,ошибка системы,17.9,low,in_progress
SUP1200189,A022,2025-10-10 19:10:47,доступ,41.6,low,resolved
SUP1200190,A025,2025-12-15 20:28:13,интеграция,15.9,medium,new
SUP1200191,A011,2025-11-02 12:49:59,интеграция,67.7,low,resolved
SUP1200192,A008,2025-06-26 02:35:43,другое,19.0,critical,resolved
SUP1200193,A027,2025-08-20 14:44:16,другое,71.3,low,in_progress
SUP1200194,A029,2025-01-07 07:23:17,ошибка системы,30.4,low,resolved
SUP1200195,A029,2025-10-30 06:46:00,ошибка системы,58.6,medium,resolved
SUP1200196,A023,2025-09-02 16:17:28,ошибка системы,46.9,low,in_progress
SUP1200197,A023,2025-03-26 17:57:53,ошибка системы,67.2,high,new
SUP1200198,A008,2025-11-30 21:11:35,другое,45.2,high,resolved
SUP1200199,A023,2025-11-12 16:41:27,оборудование,42.1,low,resolved
SUP1200200,A029,2025-08-10 11:30:27,другое,47.2,medium,resolved
SUP1200201,A016,2025-09-05 13:56:45,оборудование,56.7,medium,resolved
SUP1200202,A003,2025-07-02 18:21:55,другое,64.8,critical,escalated
SUP1200203,A008,2025-01-02 17:37:30,другое,19.6,low,resolved
SUP1200204,A008,2025-12-14 03:22:49,ошибка системы,14.9,low,new
SUP1200205,A013,2025-05-01 21:21:26,оборудование,3.0,medium,resolved
SUP1200206,A001,2025-09-01 19:10:24,интеграция,27.0,medium,resolved
SUP1200207,A010,2025-11-03 09:26:34,интеграция,61.0,high,resolved
SUP1200208,A005,2025-12-20 07:31:52,интеграция,5.5,high,in_progress
SUP1200209,A030,2025-11-06 04:12:58,ошибка системы,39.0,low,resolved
SUP1200210,A005,2025-02-11 17:14:43,интеграция,50.2,high,resolved
SUP1200211,A017,2025-06-22 03:36:36,другое,60.3,high,resolved
SUP1200212,A022,2025-10-19 17:15:32,ошибка системы,42.2,high,new
SUP1200213,A014,2025-11-04 16:08:16,интеграция,13.8,high,resolved
SUP1200214,A006,2025-02-17 17:01:37,ошибка системы,69.5,high,resolved
SUP1200215,A014,2025-08-20 20:33:08,другое,7.3,low,resolved
SUP1200216,A012,2025-08-08 17:32:01,ошибка системы,55.5,high,in_progress
SUP1200217,A020,2025-04-13 22:45:36,интеграция,6.7,low,resolved
SUP1200218,A022,2025-12-11 23:01:13,ошибка системы,10.8,low,escalated
SUP1200219,A030,2025-07-24 03:35:06,доступ,64.7,medium,escalated
SUP1200220,A022,2025-04-14 01:46:24,интеграция,54.3,medium,escalated
SUP1200221,A001,2025-07-17 12:22:17,другое,26.6,medium,new
SUP1200222,A005,2025-02-17 00:26:47,оборудование,46.2,high,resolved
SUP1200223,A018,2025-05-24 06:54:47,ошибка системы,33.2,medium,new
SUP1200224,A014,2025-08-22 00:26:15,ошибка системы,5.3,low,in_progress
SUP1200225,A007,2025-04-21 03:34:46,интеграция,52.1,low,in_progress
SUP1200226,A029,2025-12-22 22:55:18,интеграция,55.1,medium,resolved
SUP1200227,A025,2025-05-30 19:22:41,доступ,63.6,low,resolved
SUP1200228,A015,2025-02-26 23:55:36,другое,39.2,medium,resolved
SUP1200229,A009,2025-05-22 09:18:30,ошибка системы,48.6,low,resolved
SUP1200230,A030,2025-09-01 04:50:28,ошибка системы,31.8,high,new
SUP1200231,A015,2025-08-15 09:43:15,оборудование,23.3,medium,resolved
SUP1200232,A027,2025-08-10 17:25:43,ошибка системы,29.9,medium,in_progress
SUP1200233,A016,2025-11-19 15:35:16,ошибка системы,65.7,low,resolved
SUP1200234,A009,2025-11-18 20:54:43,доступ,12.2,low,resolved
SUP1200235,A027,2025-07-22 06:24:49,оборудование,18.3,medium,resolved
SUP1200236,A007,2025-10-20 01:16:43,ошибка системы,43.8,medium,escalated
SUP1200237,A007,2025-07-15 17:13:10,ошибка системы,8.8,low,in_progress
SUP1200238,A017,2025-11-11 11:23:39,другое,64.3,low,new
SUP1200239,A011,2025-07-26 19:48:01,ошибка системы,3.9,critical,resolved
SUP1200240,A027,2025-10-23 23:16:42,доступ,54.5,low,resolved
SUP1200241,A006,2025-04-26 16:33:47,ошибка системы,27.2,low,resolved
SUP1200242,A014,2025-07-27 19:06:14,ошибка системы,4.2,low,new
SUP1200243,A015,2025-02-14 03:34:30,интеграция,60.8,high,resolved
SUP1200244,A021,2025-07-25 20:41:35,ошибка системы,46.3,high,in_progress
SUP1200245,A008,2025-11-22 17:06:40,оборудование,1.1,medium,in_progress
SUP1200246,A024,2025-03-09 02:17:00,интеграция,19.6,low,in_progress
SUP1200247,A027,2025-10-14 16:31:05,оборудование,25.7,medium,escalated
SUP1200248,A004,2025-11-01 17:16:57,оборудование,23.6,low,in_progress
SUP1200249,A001,2025-12-01 07:31:23,доступ,36.1,low,resolved
SUP1200250,A006,2025-06-23 13:53:06,ошибка системы,38.2,low,in_progress
SUP1200251,A026,2025-07-29 17:21:06,оборудование,28.9,low,resolved
SUP1200252,A001,2025-03-13 10:02:52,ошибка системы,24.2,high,escalated
SUP1200253,A021,2025-12-16 23:58:22,ошибка системы,36.6,medium,new
SUP1200254,A005,2025-05-31 17:47:06,доступ,2.9,high,resolved
SUP1200255,A019,2025-11-17 15:13:30,доступ,46.6,medium,escalated
SUP1200256,A005,2025-12-16 05:13:06,оборудование,43.8,critical,resolved
SUP1200257,A022,2025-07-05 10:46:19,оборудование,20.5,critical,new
SUP1200258,A005,2025-04-21 19:05:18,интеграция,13.3,low,resolved
SUP1200259,A017,2025-09-06 09:19:04,ошибка системы,5.7,medium,resolved
SUP1200260,A028,2025-07-26 17:16:36,ошибка системы,42.5,high,escalated
SUP1200261,A012,2025-10-09 16:10:45,доступ,41.2,high,resolved
SUP1200262,A007,2025-01-08 20:28:53,доступ,38.6,high,resolved
SUP1200263,A015,2025-01-18 21:30:15,оборудование,71.0,medium,resolved
SUP1200264,A019,2025-07-11 17:19:21,интеграция,38.5,medium,resolved
SUP1200265,A023,2025-07-03 13:12:10,интеграция,52.1,low,in_progress
SUP1200266,A021,2025-12-15 20:12:02,доступ,8.6,medium,resolved
SUP1200267,A013,2025-06-30 15:09:10,доступ,21.9,high,resolved
SUP1200268,A012,2025-04-18 07:07:54,интеграция,20.2,critical,resolved
SUP1200269,A019,2025-06-11 15:27:11,интеграция,41.7,low,resolved
SUP1200270,A013,2025-07-05 06:58:36,оборудование,24.2,medium,in_progress
SUP1200271,A027,2025-04-02 22:37:25,интеграция,46.3,medium,in_progress
SUP1200272,A006,2025-10-14 09:36:58,ошибка системы,49.8,low,in_progress
SUP1200273,A001,2025-03-04 10:44:00,интеграция,2.9,high,in_progress
SUP1200274,A006,2025-03-06 17:04:47,другое,46.2,medium,resolved
SUP1200275,A013,2025-10-08 01:02:11,интеграция,8.9,low,escalated
SUP1200276,A013,2025-07-30 20:37:40,доступ,33.8,medium,resolved
SUP1200277,A013,2025-02-15 01:17:15,доступ,52.5,low,in_progress
SUP1200278,A020,2025-09-22 11:25:37,другое,50.8,medium,in_progress
SUP1200279,A004,2025-03-07 03:20:17,ошибка системы,21.9,low,resolved
SUP1200280,A005,2025-06-15 04:40:07,интеграция,20.0,low,in_progress
SUP1200281,A013,2025-07-22 21:36:25,интеграция,32.0,medium,resolved
SUP1200282,A009,2025-04-08 17:04:53,другое,14.0,medium,in_progress
SUP1200283,A017,2025-06-14 22:58:17,оборудование,70.2,medium,in_progress
SUP1200284,A003,2025-10-31 14:22:25,оборудование,25.2,high,resolved
SUP1200285,A027,2025-10-24 17:18:00,ошибка системы,66.5,critical,resolved
SUP1200286,A020,2025-12-19 14:55:51,интеграция,65.4,high,new
SUP1200287,A018,2025-10-22 11:01:55,интеграция,26.6,medium,escalated
SUP1200288,A025,2025-01-08 14:46:34,интеграция,18.7,low,new
SUP1200289,A027,2025-08-12 01:31:25,доступ,55.6,low,new
SUP1200290,A015,2025-07-21 06:19:50,оборудование,16.9,medium,resolved
SUP1200291,A023,2025-09-17 17:08:02,другое,37.8,high,resolved
SUP1200292,A001,2025-02-06 14:47:01,доступ,8.4,medium,new
SUP1200293,A009,2025-10-19 11:42:07,доступ,28.1,medium,resolved
SUP1200294,A006,2025-04-30 09:49:38,оборудование,6.1,medium,new
SUP1200295,A018,2025-03-27 05:08:41,интеграция,20.8,medium,escalated
SUP1200296,A001,2025-04-15 09:31:11,ошибка системы,48.1,critical,resolved
SUP1200297,A022,2025-08-01 03:49:16,другое,71.4,high,in_progress
SUP1200298,A007,2025-03-19 03:12:30,оборудование,18.7,high,in_progress
SUP1200299,A010,2025-10-06 06:57:54,ошибка системы,34.3,medium,resolved
SUP1200300,A006,2025-05-25 13:03:27,оборудование,32.5,low,resolved
SUP1200301,A007,2025-04-07 19:51:08,оборудование,13.7,low,resolved
SUP1200302,A006,2025-07-23 04:34:19,оборудование,44.1,low,resolved
SUP1200303,A008,2025-07-10 07:49:46,оборудование,52.3,low,in_progress
SUP1200304,A002,2025-01-21 16:04:08,интеграция,11.0,critical,resolved
SUP1200305,A009,2025-07-08 08:11:01,доступ,54.6,low,resolved
SUP1200306,A025,2025-01-07 23:00:30,оборудование,50.6,low,resolved
SUP1200307,A027,2025-01-21 19:20:39,ошибка системы,14.6,medium,resolved
SUP1200308,A009,2025-08-25 14:47:27,ошибка системы,46.9,medium,new
SUP1200309,A007,2025-11-14 09:58:27,ошибка системы,28.6,high,in_progress
SUP1200310,A009,2025-01-18 20:58:27,доступ,49.2,low,resolved
SUP1200311,A017,2025-10-18 07:51:35,доступ,36.0,critical,resolved
SUP1200312,A003,2025-03-23 16:12:06,ошибка системы,3.9,low,resolved
SUP1200313,A016,2025-01-25 00:40:20,интеграция,56.8,critical,new
SUP1200314,A016,2025-05-07 00:08:47,доступ,40.2,medium,in_progress
SUP1200315,A002,2025-08-17 23:05:19,доступ,52.3,medium,in_progress
SUP1200316,A011,2025-03-30 17:36:33,интеграция,9.5,low,resolved
SUP1200317,A016,2025-12-09 07:31:33,оборудование,52.1,medium,escalated
SUP1200318,A015,2025-07-26 03:43:44,доступ,30.1,medium,in_progress
SUP1200319,A001,2025-10-27 05:59:50,ошибка системы,57.6,low,resolved
SUP1200320,A021,2025-01-31 07:27:58,ошибка системы,43.3,low,resolved
SUP1200321,A017,2025-11-02 13:42:16,интеграция,25.9,critical,resolved
SUP1200322,A003,2025-07-10 16:57:40,ошибка системы,14.9,medium,resolved
SUP1200323,A022,2025-10-22 07:31:48,другое,58.8,high,resolved
SUP1200324,A022,2025-10-11 06:09:47,ошибка системы,40.6,medium,resolved
SUP1200325,A019,2025-07-17 02:24:06,интеграция,71.1,low,new
SUP1200326,A020,2025-08-31 02:38:28,интеграция,27.2,low,escalated
SUP1200327,A007,2025-03-20 20:23:53,интеграция,49.5,critical,resolved
SUP1200328,A022,2025-11-11 09:16:43,другое,45.0,medium,in_progress
SUP1200329,A029,2025-01-29 13:43:55,доступ,46.1,low,resolved
SUP1200330,A011,2025-11-27 19:50:23,оборудование,53.2,medium,resolved
SUP1200331,A030,2025-02-14 18:09:52,ошибка системы,10.4,low,resolved
SUP1200332,A030,2025-12-29 07:31:43,доступ,39.8,high,in_progress
SUP1200333,A018,2025-02-08 05:35:33,интеграция,36.9,low,resolved
SUP1200334,A025,2025-06-21 18:39:04,доступ,25.0,low,new
SUP1200335,A014,2025-06-02 21:38:43,доступ,31.7,low,new
SUP1200336,A016,2025-04-24 12:08:42,другое,37.6,low,resolved
SUP1200337,A006,2025-01-25 05:02:11,интеграция,23.4,medium,resolved
SUP1200338,A002,2025-11-03 03:36:20,интеграция,21.5,medium,resolved
SUP1200339,A023,2025-07-06 18:28:14,ошибка системы,53.3,high,resolved
SUP1200340,A011,2025-12-12 13:50:54,ошибка системы,5.3,medium,resolved
SUP1200341,A011,2025-07-19 07:40:31,ошибка системы,22.9,low,resolved
SUP1200342,A026,2025-04-08 23:12:47,ошибка системы,47.2,medium,resolved
SUP1200343,A010,2025-10-31 23:24:21,доступ,15.4,high,new
SUP1200344,A004,2025-07-06 21:35:10,доступ,41.4,medium,resolved
SUP1200345,A017,2025-02-14 07:16:50,ошибка системы,22.1,low,in_progress
SUP1200346,A010,2025-07-29 13:45:44,ошибка системы,60.8,medium,in_progress
SUP1200347,A009,2025-02-28 08:22:56,ошибка системы,25.5,low,resolved
SUP1200348,A030,2025-02-13 11:21:46,оборудование,16.9,low,resolved
SUP1200349,A013,2025-04-04 04:14:13,ошибка системы,38.4,high,resolved
SUP1200350,A011,2025-10-22 12:55:33,оборудование,10.2,high,resolved
SUP1200351,A010,2025-09-30 23:56:39,ошибка системы,57.5,medium,in_progress
SUP1200352,A024,2025-06-11 21:18:28,интеграция,49.1,high,new
SUP1200353,A005,2025-03-19 14:16:24,другое,55.6,low,in_progress
SUP1200354,A003,2025-11-30 02:22:48,доступ,29.0,medium,new
SUP1200355,A004,2025-04-21 18:23:55,интеграция,60.2,medium,resolved
SUP1200356,A003,2025-07-18 07:12:49,другое,35.8,medium,in_progress
SUP1200357,A010,2025-12-11 10:39:16,оборудование,7.3,low,resolved
SUP1200358,A024,2025-12-25 07:55:55,доступ,16.5,medium,resolved
SUP1200359,A013,2025-09-29 14:51:50,оборудование,51.3,high,resolved
SUP1200360,A005,2025-05-20 06:12:17,оборудование,64.6,medium,in_progress
SUP1200361,A013,2025-11-25 08:55:02,доступ,7.3,low,resolved
SUP1200362,A027,2025-02-20 22:24:40,другое,62.3,low,resolved
SUP1200363,A024,2025-11-26 12:31:19,доступ,57.6,low,in_progress
