event_id,timestamp,region,category,item_id,quantity,price,discount,revenue,is_promo
115,2024-01-01 01:54:00,East,D,1039,3,25.76,0.03,74.96,1
116,2024-01-01 01:55:00,North,B,8353,3,17.78,0.0,53.34,0
117,2024-01-01 01:56:00,Center,C,3160,2,23.24,0.0,46.48,0
118,2024-01-01 01:57:00,Center,F,3791,1,13.94,0.1,12.55,1
119,2024-01-01 01:58:00,South,C,6104,2,21.95,0.15,37.32,1
120,2024-01-01 01:59:00,North,B,1373,1,16.5,0.0,16.5,0
121,2024-01-01 02:00:00,East,C,6243,1,43.77,0.1,39.39,1
122,2024-01-01 02:01:00,East,E,8419,1,13.61,0.0,13.61,0
123,2024-01-01 02:02:00,East,C,4033,5,19.5,0.0,97.5,0
124,2024-01-01 02:03:00,East,A,4674,7,24.49,0.05,162.86,1
125,2024-01-01 02:04:00,West,A,2495,5,9.49,0.15,40.33,1
126,2024-01-01 02:05:00,East,B,8253,3,23.32,0.03,67.86,1
127,2024-01-01 02:06:00,East,F,3063,7,21.51,0.1,135.51,1
128,2024-01-01 02:07:00,East,F,1000,1,25.14,0.05,23.88,1
129,2024-01-01 02:08:00,North,C,2735,7,7.95,0.05,52.87,1
130,2024-01-01 02:09:00,South,C,9345,6,12.5,0.05,71.25,1
131,2024-01-01 02:10:00,West,D,3659,4,14.99,0.0,59.96,0
132,2024-01-01 02:11:00,East,A,9470,5,31.46,0.0,157.3,0
133,2024-01-01 02:12:00,East,C,4885,2,41.29,0.0,82.58,0
134,2024-01-01 02:13:00,South,F,8346,3,24.74,0.05,70.51,1
135,2024-01-01 02:14:00,Center,B,6630,4,23.32,0.03,90.48,1
136,2024-01-01 02:15:00,East,A,5978,2,11.05,0.1,19.89,1
137,2024-01-01 02:16:00,West,B,4494,5,15.49,0.15,65.83,1
138,2024-01-01 02:17:00,East,C,7961,4,13.48,0.05,51.22,1
139,2024-01-01 02:18:00,East,C,9709,7,13.81,0.05,91.84,1
140,2024-01-01 02:19:00,North,E,2578,5,13.81,0.15,58.69,1
141,2024-01-01 02:20:00,North,F,5620,1,9.24,0.1,8.32,1
142,2024-01-01 02:21:00,East,A,8076,1,24.04,0.0,24.04,0
143,2024-01-01 02:22:00,East,A,2357,7,48.87,0.0,342.09,0
144,2024-01-01 02:23:00,Center,E,2463,4,12.86,0.0,51.44,0
145,2024-01-01 02:24:00,West,F,5612,1,14.94,0.0,14.94,0
146,2024-01-01 02:25:00,East,C,4451,6,28.72,0.05,163.7,1
147,2024-01-01 02:26:00,East,F,8662,3,26.44,0.0,79.32,0
148,2024-01-01 02:27:00,Center,B,4939,3,26.04,0.03,75.78,1
149,2024-01-01 02:28:00,Center,D,4487,1,19.24,0.1,17.32,1
150,2024-01-01 02:29:00,South,C,5965,2,29.99,0.0,59.98,0
151,2024-01-01 02:30:00,East,C,6165,6,20.81,0.0,124.86,0
152,2024-01-01 02:31:00,South,E,6378,6,34.84,0.0,209.04,0
153,2024-01-01 02:32:00,Center,C,6256,3,18.43,0.15,47.0,1
154,2024-01-01 02:33:00,Center,E,2693,3,26.92,0.0,80.76,0
155,2024-01-01 02:34:00,West,F,5976,3,24.29,0.0,72.87,0
156,2024-01-01 02:35:00,North,B,2820,2,40.88,0.0,81.76,0
157,2024-01-01 02:36:00,East,E,4171,7,36.87,0.1,232.28,1
158,2024-01-01 02:37:00,East,F,2246,1,10.03,0.1,9.03,1
159,2024-01-01 02:38:00,North,F,1485,3,27.47,0.0,82.41,0
160,2024-01-01 02:39:00,West,A,1904,2,21.44,0.05,40.74,1
161,2024-01-01 02:40:00,Center,F,7374,5,11.22,0.0,56.1,0
162,2024-01-01 02:41:00,Center,C,1813,5,29.68,0.05,140.98,1
163,2024-01-01 02:42:00,West,C,5185,1,15.21,0.05,14.45,1
164,2024-01-01 02:43:00,North,A,4587,2,8.06,0.0,16.12,0
165,2024-01-01 02:44:00,East,C,5017,3,35.04,0.1,94.61,1
166,2024-01-01 02:45:00,East,D,8951,2,11.3,0.1,20.34,1
167,2024-01-01 02:46:00,East,D,5143,7,11.82,0.0,82.74,0
168,2024-01-01 02:47:00,North,D,5239,3,23.25,0.0,69.75,0
169,2024-01-01 02:48:00,West,A,5271,2,31.61,0.15,53.74,1
170,2024-01-01 02:49:00,North,B,2262,3,10.52,0.03,30.61,1
171,2024-01-01 02:50:00,North,B,2622,1,12.58,0.0,12.58,0
172,2024-01-01 02:51:00,Center,F,2893,4,23.42,0.0,93.68,0
173,2024-01-01 02:52:00,West,C,4421,3,7.38,0.05,21.03,1
174,2024-01-01 02:53:00,South,C,1646,1,24.17,0.1,21.75,1
175,2024-01-01 02:54:00,South,F,6643,2,14.22,0.03,27.59,1
176,2024-01-01 02:55:00,Center,E,2617,2,20.0,0.05,38.0,1
177,2024-01-01 02:56:00,South,E,1383,1,14.06,0.0,14.06,0
178,2024-01-01 02:57:00,West,A,4791,7,17.52,0.05,116.51,1
179,2024-01-01 02:58:00,South,F,4101,6,7.14,0.0,42.84,0
180,2024-01-01 02:59:00,South,E,4511,5,76.36,0.05,362.71,1
181,2024-01-01 03:00:00,West,C,1328,7,16.61,0.0,116.27,0
182,2024-01-01 03:01:00,East,B,2571,3,25.29,0.0,75.87,0
183,2024-01-01 03:02:00,South,E,3804,4,22.66,0.05,86.11,1
184,2024-01-01 03:03:00,East,C,3337,3,37.25,0.0,111.75,0
185,2024-01-01 03:04:00,North,F,4084,1,18.13,0.05,17.22,1
186,2024-01-01 03:05:00,North,E,5183,7,21.99,0.0,153.93,0
187,2024-01-01 03:06:00,South,F,6183,2,9.9,0.0,19.8,0
188,2024-01-01 03:07:00,South,C,3555,4,25.13,0.03,97.5,1
189,2024-01-01 03:08:00,West,E,9776,1,19.13,0.0,19.13,0
190,2024-01-01 03:09:00,Center,C,4182,4,23.65,0.03,91.76,1
191,2024-01-01 03:10:00,East,C,2418,6,17.61,0.0,105.66,0
192,2024-01-01 03:11:00,West,F,6151,3,14.56,0.0,43.68,0
193,2024-01-01 03:12:00,West,D,5670,3,12.54,0.0,37.62,0
194,2024-01-01 03:13:00,East,C,3276,6,29.18,0.0,175.08,0
195,2024-01-01 03:14:00,Center,B,4513,2,14.71,0.0,29.42,0
196,2024-01-01 03:15:00,Center,D,4781,6,12.19,0.15,62.17,1
197,2024-01-01 03:16:00,South,F,7665,2,8.12,0.0,16.24,0
198,2024-01-01 03:17:00,Center,D,8094,4,13.87,0.0,55.48,0
199,2024-01-01 03:18:00,Center,A,8699,4,14.09,0.1,50.72,1
200,2024-01-01 03:19:00,East,C,6491,4,20.22,0.05,76.84,1
201,2024-01-01 03:20:00,Center,B,3869,7,27.49,0.0,192.43,0
202,2024-01-01 03:21:00,North,F,9706,4,31.87,0.0,127.48,0
203,2024-01-01 03:22:00,East,A,8328,3,26.08,0.05,74.33,1
204,2024-01-01 03:23:00,Center,D,8853,1,11.17,0.03,10.83,1
205,2024-01-01 03:24:00,West,B,6641,2,27.89,0.05,52.99,1
206,2024-01-01 03:25:00,West,D,4558,2,20.44,0.03,39.65,1
207,2024-01-01 03:26:00,East,C,4968,5,14.98,0.05,71.16,1
208,2024-01-01 03:27:00,South,E,2506,4,15.22,0.1,54.79,1
209,2024-01-01 03:28:00,East,C,6185,4,17.56,0.1,63.22,1
210,2024-01-01 03:29:00,Center,D,8633,5,41.56,0.0,207.8,0
211,2024-01-01 03:30:00,North,D,9272,3,8.72,0.05,24.85,1
212,2024-01-01 03:31:00,East,F,3204,2,23.26,0.0,46.52,0
213,2024-01-01 03:32:00,North,E,7128,4,24.57,0.1,88.45,1
214,2024-01-01 03:33:00,South,B,7819,1,14.95,0.0,14.95,0
215,2024-01-01 03:34:00,Center,A,2281,4,25.27,0.1,90.97,1
216,2024-01-01 03:35:00,Center,B,3383,2,21.47,0.0,42.94,0
217,2024-01-01 03:36:00,South,B,2934,4,24.1,0.1,86.76,1
218,2024-01-01 03:37:00,Center,C,1609,4,25.68,0.05,97.58,1
219,2024-01-01 03:38:00,South,C,4070,3,7.32,0.05,20.86,1
220,2024-01-01 03:39:00,South,F,1636,4,18.07,0.1,65.05,1
221,2024-01-01 03:40:00,North,D,3974,4,20.22,0.1,72.79,1
222,2024-01-01 03:41:00,Center,C,8337,3,32.99,0.0,98.97,0
223,2024-01-01 03:42:00,West,F,2731,4,21.8,0.03,84.58,1
224,2024-01-01 03:43:00,North,C,3388,2,9.5,0.03,18.43,1
225,2024-01-01 03:44:00,West,E,1513,4,11.44,0.0,45.76,0
226,2024-01-01 03:45:00,North,B,2287,6,42.98,0.1,232.09,1
227,2024-01-01 03:46:00,East,F,2321,2,14.02,0.0,28.04,0
228,2024-01-01 03:47:00,Center,C,4675,6,23.42,0.0,140.52,0
229,2024-01-01 03:48:00,East,A,8432,2,16.45,0.05,31.25,1
230,2024-01-01 03:49:00,West,D,5143,3,20.68,0.1,55.84,1
231,2024-01-01 03:50:00,Center,C,7197,7,8.59,0.05,57.12,1
232,2024-01-01 03:51:00,East,F,7682,1,16.19,0.05,15.38,1
233,2024-01-01 03:52:00,East,A,6171,5,40.17,0.03,194.82,1
234,2024-01-01 03:53:00,East,B,4885,1,13.37,0.0,13.37,0
235,2024-01-01 03:54:00,East,E,2401,3,21.59,0.0,64.77,0
236,2024-01-01 03:55:00,North,B,6306,7,24.37,0.1,153.53,1
237,2024-01-01 03:56:00,Center,A,5000,2,10.83,0.0,21.66,0
238,2024-01-01 03:57:00,East,F,6454,1,27.25,0.05,25.89,1
239,2024-01-01 03:58:00,East,C,2295,7,10.01,0.03,67.97,1
240,2024-01-01 03:59:00,West,F,7547,2,20.02,0.0,40.04,0
241,2024-01-01 04:00:00,North,C,4481,4,16.14,0.15,54.88,1
242,2024-01-01 04:01:00,East,D,9142,4,31.97,0.05,121.49,1
243,2024-01-01 04:02:00,South,B,8759,6,29.3,0.05,167.01,1
244,2024-01-01 04:03:00,East,D,9146,6,11.36,0.0,68.16,0
245,2024-01-01 04:04:00,Center,D,9142,6,40.82,0.1,220.43,1
246,2024-01-01 04:05:00,Center,A,7307,5,14.51,0.1,65.3,1
247,2024-01-01 04:06:00,North,D,6242,7,41.48,0.0,290.36,0
248,2024-01-01 04:07:00,West,E,4717,7,10.69,0.15,63.61,1
249,2024-01-01 04:08:00,West,C,6707,2,14.3,0.05,27.17,1
250,2024-01-01 04:09:00,East,B,5163,5,32.86,0.05,156.08,1
251,2024-01-01 04:10:00,Center,B,7132,2,16.96,0.1,30.53,1
252,2024-01-01 04:11:00,Center,B,5207,1,25.97,0.05,24.67,1
253,2024-01-01 04:12:00,South,D,3123,3,36.74,0.03,106.91,1
254,2024-01-01 04:13:00,South,F,8536,7,9.15,0.0,64.05,0
255,2024-01-01 04:14:00,East,D,9475,3,15.63,0.1,42.2,1
256,2024-01-01 04:15:00,West,B,5726,5,27.94,0.1,125.73,1
257,2024-01-01 04:16:00,South,D,3188,4,11.78,0.1,42.41,1
258,2024-01-01 04:17:00,East,B,6124,1,20.04,0.0,20.04,0
259,2024-01-01 04:18:00,North,A,7763,7,13.1,0.05,87.12,1
260,2024-01-01 04:19:00,South,D,7416,2,39.5,0.05,75.05,1
261,2024-01-01 04:20:00,Center,E,8501,7,42.98,0.05,285.82,1
262,2024-01-01 04:21:00,West,A,8917,3,38.99,0.03,113.46,1
263,2024-01-01 04:22:00,North,E,8986,6,34.21,0.0,205.26,0
264,2024-01-01 04:23:00,South,F,3319,1,28.08,0.0,28.08,0
265,2024-01-01 04:24:00,West,C,2909,1,21.04,0.0,21.04,0
266,2024-01-01 04:25:00,East,E,1481,1,17.14,0.1,15.43,1
267,2024-01-01 04:26:00,East,C,9781,1,15.39,0.03,14.93,1
268,2024-01-01 04:27:00,West,A,6887,7,15.22,0.1,95.89,1
269,2024-01-01 04:28:00,West,F,3209,4,31.55,0.0,126.2,0
270,2024-01-01 04:29:00,West,C,3566,6,17.69,0.05,100.83,1
271,2024-01-01 04:30:00,North,A,2770,3,25.48,0.0,76.44,0
272,2024-01-01 04:31:00,West,C,2856,7,9.29,0.03,63.08,1
273,2024-01-01 04:32:00,South,C,9712,6,17.41,0.05,99.24,1
274,2024-01-01 04:33:00,East,C,7337,2,24.06,0.03,46.68,1
275,2024-01-01 04:34:00,West,A,8582,3,15.84,0.0,47.52,0
276,2024-01-01 04:35:00,West,C,2000,3,9.02,0.0,27.06,0
277,2024-01-01 04:36:00,Center,B,7852,7,16.67,0.0,116.69,0
278,2024-01-01 04:37:00,Center,D,9380,5,14.33,0.1,64.49,1
279,2024-01-01 04:38:00,East,C,6606,1,13.11,0.0,13.11,0
280,2024-01-01 04:39:00,North,E,5638,2,16.9,0.05,32.11,1
281,2024-01-01 04:40:00,North,F,4751,7,44.03,0.1,277.39,1
282,2024-01-01 04:41:00,South,A,5116,4,15.78,0.0,63.12,0
283,2024-01-01 04:42:00,Center,D,2058,2,27.27,0.1,49.09,1
284,2024-01-01 04:43:00,East,F,2967,5,16.57,0.0,82.85,0
285,2024-01-01 04:44:00,North,D,6401,2,49.86,0.03,96.73,1
286,2024-01-01 04:45:00,East,A,5727,3,13.82,0.0,41.46,0
287,2024-01-01 04:46:00,West,D,6992,7,19.42,0.05,129.14,1
288,2024-01-01 04:47:00,North,B,2112,6,26.78,0.03,155.86,1
289,2024-01-01 04:48:00,West,C,2509,1,26.45,0.0,26.45,0
290,2024-01-01 04:49:00,East,C,9753,2,22.35,0.0,44.7,0
291,2024-01-01 04:50:00,Center,B,5978,6,46.35,0.15,236.39,1
292,2024-01-01 04:51:00,East,E,9177,6,32.56,0.05,185.59,1
293,2024-01-01 04:52:00,East,D,9220,1,31.69,0.1,28.52,1
294,2024-01-01 04:53:00,Center,F,8525,2,20.49,0.05,38.93,1
295,2024-01-01 04:54:00,North,F,8863,5,12.65,0.0,63.25,0
296,2024-01-01 04:55:00,South,E,5377,4,18.91,0.1,68.08,1
297,2024-01-01 04:56:00,West,D,5433,7,42.39,0.15,252.22,1
298,2024-01-01 04:57:00,North,F,7400,3,27.56,0.05,78.55,1
299,2024-01-01 04:58:00,North,D,2018,3,40.16,0.0,120.48,0
300,2024-01-01 04:59:00,East,C,7031,7,33.23,0.0,232.61,0
301,2024-01-01 05:00:00,Center,E,8062,6,12.44,0.05,70.91,1
302,2024-01-01 05:01:00,West,A,9979,5,32.48,0.0,162.4,0
303,2024-01-01 05:02:00,South,F,4880,3,34.8,0.0,104.4,0
304,2024-01-01 05:03:00,East,B,3274,7,14.32,0.03,97.23,1
305,2024-01-01 05:04:00,East,F,6794,3,14.54,0.05,41.44,1
306,2024-01-01 05:05:00,West,E,9913,4,15.84,0.0,63.36,0
307,2024-01-01 05:06:00,South,A,4395,2,25.41,0.05,48.28,1
308,2024-01-01 05:07:00,East,C,3928,4,22.24,0.03,86.29,1
309,2024-01-01 05:08:00,South,C,6714,2,19.78,0.03,38.37,1
310,2024-01-01 05:09:00,West,B,3348,3,17.64,0.0,52.92,0
311,2024-01-01 05:10:00,South,E,6326,1,31.22,0.0,31.22,0
312,2024-01-01 05:11:00,East,F,8355,3,28.75,0.0,86.25,0
313,2024-01-01 05:12:00,West,A,4580,7,13.56,0.03,92.07,1
314,2024-01-01 05:13:00,West,A,4143,5,24.1,0.03,116.88,1
315,2024-01-01 05:14:00,East,A,5545,3,20.99,0.0,62.97,0
316,2024-01-01 05:15:00,North,B,3038,2,20.74,0.05,39.41,1
317,2024-01-01 05:16:00,East,D,1945,3,15.94,0.0,47.82,0
318,2024-01-01 05:17:00,West,F,9186,5,28.57,0.0,142.85,0
319,2024-01-01 05:18:00,North,F,7851,5,30.29,0.0,151.45,0
320,2024-01-01 05:19:00,West,A,2968,7,26.05,0.1,164.12,1
321,2024-01-01 05:20:00,East,C,6886,5,29.28,0.1,131.76,1
322,2024-01-01 05:21:00,West,F,8102,5,17.76,0.03,86.14,1
323,2024-01-01 05:22:00,South,C,3048,3,13.34,0.05,38.02,1
324,2024-01-01 05:23:00,Center,C,8393,3,15.67,0.05,44.66,1
325,2024-01-01 05:24:00,West,A,1419,3,30.12,0.05,85.84,1
326,2024-01-01 05:25:00,North,A,8502,2,13.52,0.15,22.98,1
327,2024-01-01 05:26:00,East,E,9693,6,20.09,0.1,108.49,1
328,2024-01-01 05:27:00,East,A,3123,4,15.68,0.03,60.84,1
329,2024-01-01 05:28:00,South,D,7897,4,20.49,0.0,81.96,0
330,2024-01-01 05:29:00,North,A,2029,1,45.77,0.05,43.48,1
331,2024-01-01 05:30:00,Center,E,6795,6,21.52,0.1,116.21,1
332,2024-01-01 05:31:00,West,C,6694,6,19.32,0.0,115.92,0
333,2024-01-01 05:32:00,West,B,3011,7,31.34,0.15,186.47,1
334,2024-01-01 05:33:00,Center,D,9423,3,14.39,0.05,41.01,1
335,2024-01-01 05:34:00,East,A,3285,3,16.4,0.1,44.28,1
336,2024-01-01 05:35:00,South,F,1944,1,15.55,0.0,15.55,0
337,2024-01-01 05:36:00,West,E,7944,3,13.71,0.03,39.9,1
338,2024-01-01 05:37:00,West,B,6694,2,17.8,0.0,35.6,0
339,2024-01-01 05:38:00,North,B,5305,2,11.35,0.05,21.56,1
340,2024-01-01 05:39:00,Center,F,7473,3,17.5,0.0,52.5,0
341,2024-01-01 05:40:00,North,D,7481,6,12.4,0.0,74.4,0
342,2024-01-01 05:41:00,East,B,3129,1,12.59,0.0,12.59,0
343,2024-01-01 05:42:00,North,C,4672,2,21.13,0.03,40.99,1
344,2024-01-01 05:43:00,South,A,6321,6,16.7,0.05,95.19,1
345,2024-01-01 05:44:00,Center,C,1191,4,33.49,0.05,127.26,1
346,2024-01-01 05:45:00,North,F,3960,6,22.46,0.0,134.76,0
347,2024-01-01 05:46:00,West,A,2121,7,23.7,0.0,165.9,0
348,2024-01-01 05:47:00,North,B,4648,5,12.32,0.05,58.52,1
349,2024-01-01 05:48:00,West,F,9951,7,19.13,0.05,127.21,1
350,2024-01-01 05:49:00,East,D,5335,4,19.4,0.0,77.6,0
351,2024-01-01 05:50:00,West,C,7149,5,53.82,0.03,261.03,1
352,2024-01-01 05:51:00,East,F,8052,4,18.4,0.0,73.6,0
353,2024-01-01 05:52:00,Center,C,8605,1,17.38,0.15,14.77,1
354,2024-01-01 05:53:00,East,C,3510,6,30.86,0.0,185.16,0
355,2024-01-01 05:54:00,South,E,2509,2,11.83,0.03,22.95,1
356,2024-01-01 05:55:00,West,A,4069,3,23.95,0.1,64.66,1
357,2024-01-01 05:56:00,West,A,5183,1,23.17,0.0,23.17,0
358,2024-01-01 05:57:00,Center,F,2088,5,15.99,0.15,67.96,1
359,2024-01-01 05:58:00,South,D,4957,2,49.63,0.0,99.26,0
360,2024-01-01 05:59:00,South,E,3471,6,21.21,0.1,114.53,1
361,2024-01-01 06:00:00,Center,F,3466,1,16.49,0.1,14.84,1
362,2024-01-01 06:01:00,North,A,7621,4,30.26,0.03,117.41,1
363,2024-01-01 06:02:00,North,F,7693,4,11.52,0.05,43.78,1
364,2024-01-01 06:03:00,South,A,9584,2,20.68,0.0,41.36,0
