record_id,timestamp,device_id,region,temp,pressure,humidity,vibration,status,power_kw,load_score
56,2024-02-01 00:27:30,52352,R3,16.03,101.91,48.7,1.155,ok,4.342,8.646
57,2024-02-01 00:28:00,47746,R3,23.66,100.95,86.34,0.527,ok,6.588,14.406
58,2024-02-01 00:28:30,97285,R4,30.65,104.04,39.98,0.01,ok,3.947,10.535
59,2024-02-01 00:29:00,50921,R1,25.01,100.98,75.34,0.907,ok,3.554,9.369
60,2024-02-01 00:29:30,85622,R3,16.13,102.29,58.42,0.264,ok,5.057,10.272
61,2024-02-01 00:30:00,45798,R2,26.41,102.54,71.71,1.137,ok,5.516,13.422
62,2024-02-01 00:30:30,32055,R4,22.48,99.19,28.61,0.1,ok,5.791,9.617
63,2024-02-01 00:31:00,87221,R3,23.58,101.35,71.19,1.194,ok,5.398,12.455
64,2024-02-01 00:31:30,61078,R3,19.69,99.62,80.69,2.366,ok,5.668,10.597
65,2024-02-01 00:32:00,62413,R3,21.4,102.51,91.75,0.408,ok,5.045,12.046
66,2024-02-01 00:32:30,96034,R4,26.56,103.48,49.89,0.922,ok,4.766,11.229
67,2024-02-01 00:33:00,18367,R1,26.76,98.64,42.95,0.409,ok,4.677,11.222
68,2024-02-01 00:33:30,80704,R1,25.75,101.62,49.02,1.226,ok,6.052,13.218
69,2024-02-01 00:34:00,29522,R1,22.64,100.36,92.81,0.914,ok,2.913,10.087
70,2024-02-01 00:34:30,43241,R3,23.69,98.14,51.89,0.927,ok,4.757,9.869
71,2024-02-01 00:35:00,85103,R4,25.95,102.82,21.62,1.069,ok,6.156,12.005
72,2024-02-01 00:35:30,52292,R2,25.64,100.66,57.75,0.414,ok,3.259,8.541
73,2024-02-01 00:36:00,26187,R2,26.05,99.23,72.64,0.639,ok,5.44,15.232
74,2024-02-01 00:36:30,56603,R2,20.6,100.35,23.48,0.171,ok,5.825,9.248
75,2024-02-01 00:37:00,78393,R1,29.47,102.77,91.8,0.267,ok,4.114,13.649
76,2024-02-01 00:37:30,91169,R2,23.31,98.05,39.92,0.906,ok,6.784,11.756
77,2024-02-01 00:38:00,18170,R2,25.45,100.1,67.88,0.139,ok,2.307,10.903
78,2024-02-01 00:38:30,74285,R4,25.64,102.97,20.06,0.78,ok,5.145,9.781
79,2024-02-01 00:39:00,80870,R2,19.86,99.57,60.71,0.511,ok,4.77,9.404
80,2024-02-01 00:39:30,45832,R1,20.27,103.24,36.2,0.807,ok,6.79,11.224
81,2024-02-01 00:40:00,30433,R3,26.37,103.75,50.38,1.041,ok,4.075,10.439
82,2024-02-01 00:40:30,51583,R3,26.27,104.18,33.92,0.987,ok,4.417,10.028
83,2024-02-01 00:41:00,25777,R2,24.69,101.52,62.5,0.985,ok,6.575,14.198
84,2024-02-01 00:41:30,18307,R2,26.83,100.22,76.96,0.667,ok,6.786,13.006
85,2024-02-01 00:42:00,32830,R1,25.37,98.56,24.77,0.707,ok,5.389,10.896
86,2024-02-01 00:42:30,54282,R4,16.95,99.84,84.36,0.152,ok,5.519,14.658
87,2024-02-01 00:43:00,68040,R1,23.06,102.57,57.01,1.155,ok,4.803,11.402
88,2024-02-01 00:43:30,30611,R2,24.07,101.8,73.2,1.425,ok,5.306,14.77
89,2024-02-01 00:44:00,35032,R2,25.51,100.08,33.96,1.016,ok,5.879,11.093
90,2024-02-01 00:44:30,18381,R3,21.68,99.6,24.22,0.878,warn,5.146,10.635
91,2024-02-01 00:45:00,54135,R3,15.84,104.45,48.86,0.063,ok,6.084,11.371
92,2024-02-01 00:45:30,18214,R2,21.46,101.08,90.72,0.662,ok,2.787,10.967
93,2024-02-01 00:46:00,38196,R3,34.01,99.11,93.46,0.076,ok,5.698,16.304
94,2024-02-01 00:46:30,29424,R3,21.98,103.57,54.23,0.658,warn,3.855,11.258
95,2024-02-01 00:47:00,10272,R2,25.84,103.34,40.45,0.15,ok,3.47,8.938
96,2024-02-01 00:47:30,72920,R3,26.85,100.12,28.45,1.028,ok,5.521,9.637
97,2024-02-01 00:48:00,12419,R2,25.61,102.33,29.04,0.569,ok,4.345,10.115
98,2024-02-01 00:48:30,26126,R4,27.63,102.33,50.33,0.573,warn,5.789,11.939
99,2024-02-01 00:49:00,44457,R2,14.7,102.57,83.91,0.814,ok,5.338,12.4
100,2024-02-01 00:49:30,61154,R3,19.41,101.71,63.47,0.011,ok,7.581,12.6
101,2024-02-01 00:50:00,98435,R4,31.37,105.86,29.29,0.666,ok,5.659,12.019
102,2024-02-01 00:50:30,64235,R4,21.66,102.98,33.46,1.139,ok,6.147,11.813
103,2024-02-01 00:51:00,38923,R1,18.13,100.17,81.43,1.673,ok,5.088,12.623
104,2024-02-01 00:51:30,96962,R3,33.42,102.85,68.23,0.843,ok,6.29,14.756
105,2024-02-01 00:52:00,75943,R2,24.14,101.17,40.04,0.718,ok,6.15,11.758
106,2024-02-01 00:52:30,51237,R4,17.38,101.74,88.73,0.863,ok,3.444,10.282
107,2024-02-01 00:53:00,46321,R3,22.26,102.95,48.45,1.538,ok,3.982,9.949
108,2024-02-01 00:53:30,79706,R3,25.88,98.15,63.27,1.436,ok,2.572,12.905
109,2024-02-01 00:54:00,13541,R3,20.88,100.53,44.62,1.78,ok,5.047,10.094
110,2024-02-01 00:54:30,13140,R2,22.04,99.35,56.09,1.158,ok,5.595,12.044
111,2024-02-01 00:55:00,12066,R4,22.41,101.56,40.89,1.018,ok,5.875,11.399
112,2024-02-01 00:55:30,68013,R3,20.83,102.68,80.27,0.933,ok,5.35,11.707
113,2024-02-01 00:56:00,48195,R1,17.7,101.47,84.36,1.165,ok,5.07,13.188
114,2024-02-01 00:56:30,98226,R1,26.03,101.11,81.32,0.421,ok,7.489,14.388
115,2024-02-01 00:57:00,66317,R4,24.18,100.58,30.44,1.514,ok,3.786,8.214
116,2024-02-01 00:57:30,14264,R2,20.91,102.97,65.23,1.549,ok,5.51,11.351
117,2024-02-01 00:58:00,93192,R4,24.2,101.21,52.13,0.598,ok,6.826,13.838
118,2024-02-01 00:58:30,91687,R4,20.1,103.23,22.81,0.387,ok,4.594,8.542
119,2024-02-01 00:59:00,32504,R3,31.37,100.85,61.33,0.214,ok,6.127,13.51
120,2024-02-01 00:59:30,24019,R4,21.23,104.4,68.55,1.006,ok,5.878,12.126
121,2024-02-01 01:00:00,20898,R2,27.07,101.88,46.28,0.213,ok,4.642,11.767
122,2024-02-01 01:00:30,70771,R1,22.28,97.86,26.34,1.818,ok,6.204,10.293
123,2024-02-01 01:01:00,16944,R1,23.65,98.04,81.98,0.188,ok,7.322,14.845
124,2024-02-01 01:01:30,12274,R4,26.2,101.76,72.1,0.375,ok,5.008,14.656
125,2024-02-01 01:02:00,39537,R1,23.9,102.46,56.18,1.561,ok,3.819,10.709
126,2024-02-01 01:02:30,15531,R3,24.57,99.05,52.18,1.282,ok,4.731,10.685
127,2024-02-01 01:03:00,29053,R1,21.86,98.12,70.9,0.407,warn,4.336,10.505
128,2024-02-01 01:03:30,22122,R2,22.37,97.7,83.01,0.737,ok,5.866,12.54
129,2024-02-01 01:04:00,89761,R3,17.51,101.24,84.14,1.167,ok,4.178,11.935
130,2024-02-01 01:04:30,91118,R3,14.64,100.3,91.36,0.135,ok,4.176,10.447
131,2024-02-01 01:05:00,25498,R3,26.45,99.56,32.73,0.732,ok,6.386,12.051
132,2024-02-01 01:05:30,80459,R1,23.15,101.34,93.66,0.12,ok,5.998,15.582
133,2024-02-01 01:06:00,17887,R4,16.51,100.35,46.98,1.153,ok,6.215,9.209
134,2024-02-01 01:06:30,69560,R2,22.22,101.83,86.33,0.183,ok,1.788,8.633
135,2024-02-01 01:07:00,93201,R3,28.36,103.07,27.26,0.44,ok,6.549,12.061
136,2024-02-01 01:07:30,68450,R1,26.21,99.83,94.17,2.082,ok,5.126,12.299
137,2024-02-01 01:08:00,30626,R3,25.23,103.78,79.62,1.405,ok,5.032,10.848
138,2024-02-01 01:08:30,36438,R3,20.6,102.05,58.04,0.892,warn,6.062,10.96
139,2024-02-01 01:09:00,91303,R1,26.57,103.55,61.08,1.223,ok,3.539,11.139
140,2024-02-01 01:09:30,57528,R3,22.87,100.71,54.26,0.165,ok,4.885,10.657
141,2024-02-01 01:10:00,15641,R1,22.3,103.2,62.55,2.052,ok,7.257,13.256
142,2024-02-01 01:10:30,53367,R1,23.0,101.92,78.48,0.493,ok,6.381,13.926
143,2024-02-01 01:11:00,56509,R3,22.76,99.96,81.4,0.97,ok,4.163,10.596
144,2024-02-01 01:11:30,95599,R4,21.24,102.2,64.01,0.172,ok,4.89,13.177
145,2024-02-01 01:12:00,89186,R3,27.05,97.2,39.43,1.239,ok,3.115,11.738
146,2024-02-01 01:12:30,50877,R1,22.0,102.46,82.87,0.077,ok,4.147,12.995
147,2024-02-01 01:13:00,35096,R4,20.95,100.81,33.27,0.408,ok,7.229,12.704
148,2024-02-01 01:13:30,77222,R3,18.39,103.2,55.91,0.654,ok,4.877,10.752
149,2024-02-01 01:14:00,91073,R4,25.17,101.48,66.93,0.791,ok,5.183,13.144
150,2024-02-01 01:14:30,42278,R4,22.36,105.68,33.84,0.755,ok,3.843,8.153
151,2024-02-01 01:15:00,22492,R4,27.92,98.61,49.04,2.523,ok,6.183,13.738
152,2024-02-01 01:15:30,93287,R2,27.04,99.04,61.74,1.769,ok,7.664,16.035
153,2024-02-01 01:16:00,29879,R4,28.8,101.02,58.08,0.284,ok,3.51,10.656
154,2024-02-01 01:16:30,86712,R2,27.62,101.17,67.89,0.28,ok,5.057,13.751
155,2024-02-01 01:17:00,95179,R1,24.42,106.13,41.84,0.135,warn,4.135,10.052
156,2024-02-01 01:17:30,99268,R3,32.17,104.02,33.63,1.09,ok,5.477,14.285
157,2024-02-01 01:18:00,79752,R1,23.14,98.56,92.55,0.931,ok,5.755,13.174
158,2024-02-01 01:18:30,30433,R4,22.54,98.12,78.44,0.759,ok,5.521,11.492
159,2024-02-01 01:19:00,38941,R1,20.18,97.1,28.65,0.837,ok,4.922,9.204
160,2024-02-01 01:19:30,88333,R2,25.25,104.39,52.9,0.299,ok,3.94,11.101
161,2024-02-01 01:20:00,40218,R3,22.8,100.65,59.94,0.329,ok,4.835,11.672
162,2024-02-01 01:20:30,52928,R1,23.4,98.28,50.84,1.077,ok,5.062,11.383
163,2024-02-01 01:21:00,69380,R4,23.96,101.0,77.89,0.88,ok,3.51,10.285
164,2024-02-01 01:21:30,55843,R1,29.96,102.82,24.21,1.062,ok,3.813,11.353
165,2024-02-01 01:22:00,86485,R4,20.95,98.6,90.96,1.353,ok,2.656,11.344
166,2024-02-01 01:22:30,58761,R1,25.47,103.53,46.31,0.268,ok,7.129,13.141
167,2024-02-01 01:23:00,65087,R3,23.45,100.84,54.25,0.6,ok,5.982,12.326
168,2024-02-01 01:23:30,18265,R3,24.1,100.68,66.68,1.39,ok,4.215,12.276
169,2024-02-01 01:24:00,67696,R2,20.39,100.95,83.39,0.908,ok,7.191,13.131
170,2024-02-01 01:24:30,89296,R3,32.13,102.13,80.84,0.882,ok,4.366,16.189
171,2024-02-01 01:25:00,49615,R3,22.22,96.6,30.28,0.745,ok,5.604,10.674
172,2024-02-01 01:25:30,64394,R3,24.71,99.99,55.93,1.205,ok,4.236,11.378
173,2024-02-01 01:26:00,36305,R1,24.06,106.15,26.52,0.992,ok,5.83,10.083
174,2024-02-01 01:26:30,19477,R1,29.25,103.53,42.28,0.523,ok,6.258,14.624
175,2024-02-01 01:27:00,46486,R4,23.87,100.8,66.23,0.569,ok,4.352,11.305
176,2024-02-01 01:27:30,76514,R1,27.83,103.5,56.28,1.956,ok,2.325,11.515
177,2024-02-01 01:28:00,38939,R1,28.07,103.35,58.22,0.545,ok,5.505,11.339
178,2024-02-01 01:28:30,20209,R4,22.6,102.53,54.44,1.141,ok,4.348,9.04
179,2024-02-01 01:29:00,35625,R4,18.22,102.04,29.45,0.201,ok,7.101,10.798
180,2024-02-01 01:29:30,44311,R4,27.6,102.18,29.86,1.843,ok,5.965,11.382
181,2024-02-01 01:30:00,51981,R1,14.49,100.84,86.79,0.349,warn,6.934,11.837
182,2024-02-01 01:30:30,70256,R2,21.9,103.47,53.12,0.646,ok,4.84,12.801
183,2024-02-01 01:31:00,20503,R3,24.69,96.23,82.08,0.013,ok,3.971,10.833
184,2024-02-01 01:31:30,51873,R4,28.86,103.91,89.8,1.978,ok,6.165,15.732
185,2024-02-01 01:32:00,78629,R4,25.05,102.97,53.27,0.341,ok,6.205,12.635
186,2024-02-01 01:32:30,15847,R4,13.44,99.44,22.82,1.457,ok,5.423,8.41
187,2024-02-01 01:33:00,92859,R2,21.07,100.64,27.09,0.187,ok,5.803,10.476
188,2024-02-01 01:33:30,66002,R2,31.35,99.05,44.67,1.221,ok,4.463,11.341
189,2024-02-01 01:34:00,55925,R2,22.01,100.51,69.38,0.16,ok,3.272,10.351
190,2024-02-01 01:34:30,43005,R3,23.6,99.94,32.93,1.028,ok,5.499,10.565
191,2024-02-01 01:35:00,50559,R2,22.59,102.98,40.01,0.358,ok,3.537,9.978
192,2024-02-01 01:35:30,44320,R3,22.46,103.8,22.56,1.4,ok,4.708,9.931
193,2024-02-01 01:36:00,72407,R1,22.71,98.42,54.06,0.165,ok,6.04,10.655
194,2024-02-01 01:36:30,24665,R3,26.63,98.87,26.26,1.562,ok,3.446,9.549
195,2024-02-01 01:37:00,74768,R1,30.13,103.56,49.7,0.562,ok,5.553,14.172
196,2024-02-01 01:37:30,26551,R3,18.47,100.38,67.69,1.068,ok,4.274,10.141
197,2024-02-01 01:38:00,94820,R2,23.14,100.33,68.19,1.299,ok,6.693,13.627
198,2024-02-01 01:38:30,99377,R1,28.29,102.56,29.88,0.969,ok,4.961,9.674
199,2024-02-01 01:39:00,26765,R1,25.11,103.54,82.79,0.141,ok,2.318,10.793
200,2024-02-01 01:39:30,64399,R2,21.11,101.47,70.8,1.312,ok,4.658,11.664
201,2024-02-01 01:40:00,85908,R4,18.0,100.88,61.1,0.392,ok,4.194,8.859
202,2024-02-01 01:40:30,62867,R2,21.0,100.71,34.77,1.821,ok,4.976,11.39
203,2024-02-01 01:41:00,65158,R1,18.56,106.25,25.04,0.338,ok,5.318,9.536
204,2024-02-01 01:41:30,80287,R3,18.29,100.9,72.33,0.11,ok,4.45,11.435
205,2024-02-01 01:42:00,14669,R1,29.8,99.82,83.98,1.346,ok,4.102,14.341
206,2024-02-01 01:42:30,44518,R2,25.53,102.45,77.82,1.146,ok,5.588,13.589
207,2024-02-01 01:43:00,13627,R1,32.0,103.93,73.92,0.816,ok,6.514,14.857
208,2024-02-01 01:43:30,23874,R3,22.25,98.49,86.57,1.7,ok,5.068,14.301
209,2024-02-01 01:44:00,58490,R2,19.94,103.2,66.9,0.911,ok,4.974,11.886
210,2024-02-01 01:44:30,64644,R4,19.71,99.98,75.82,0.555,ok,7.746,12.899
211,2024-02-01 01:45:00,89360,R1,21.21,101.06,53.92,0.786,ok,7.689,13.755
212,2024-02-01 01:45:30,46434,R3,24.75,98.95,73.59,1.037,ok,4.726,13.116
213,2024-02-01 01:46:00,83502,R1,26.32,98.71,26.06,0.972,ok,5.453,9.893
214,2024-02-01 01:46:30,46310,R2,23.54,101.0,48.91,1.141,ok,5.026,11.379
215,2024-02-01 01:47:00,15225,R4,27.33,101.29,21.87,0.586,ok,4.516,10.146
216,2024-02-01 01:47:30,17904,R2,23.59,98.84,82.25,0.924,ok,5.193,14.417
217,2024-02-01 01:48:00,87066,R1,26.2,99.27,81.22,0.087,fail,7.278,14.86
218,2024-02-01 01:48:30,47881,R1,20.19,102.7,31.95,1.227,ok,4.564,9.762
219,2024-02-01 01:49:00,29618,R4,33.04,99.89,42.84,0.225,ok,6.34,12.213
220,2024-02-01 01:49:30,14674,R2,24.67,100.69,58.91,0.801,ok,4.49,12.525
221,2024-02-01 01:50:00,29336,R1,18.21,101.18,33.15,1.242,ok,5.262,9.813
222,2024-02-01 01:50:30,91175,R4,13.38,98.93,94.48,1.576,ok,5.278,11.296
223,2024-02-01 01:51:00,23229,R1,22.08,94.68,70.7,0.345,ok,4.347,11.423
224,2024-02-01 01:51:30,43736,R4,22.84,98.23,39.04,0.051,ok,6.56,11.412
225,2024-02-01 01:52:00,36893,R2,29.03,102.81,73.07,1.43,ok,2.849,11.655
226,2024-02-01 01:52:30,74377,R1,24.75,98.84,82.98,0.136,ok,4.69,11.157
227,2024-02-01 01:53:00,45653,R1,27.69,103.07,36.82,1.362,ok,6.274,12.21
228,2024-02-01 01:53:30,62949,R3,26.85,103.2,47.8,0.454,ok,4.807,11.437
229,2024-02-01 01:54:00,15744,R1,23.01,102.73,53.9,0.619,ok,4.929,10.854
230,2024-02-01 01:54:30,49612,R4,21.39,103.3,70.72,0.103,ok,4.813,11.5
231,2024-02-01 01:55:00,58701,R2,31.93,103.33,23.02,0.701,ok,3.761,9.973
232,2024-02-01 01:55:30,40460,R3,29.51,101.33,27.08,0.956,ok,7.239,15.014
233,2024-02-01 01:56:00,69079,R1,27.05,99.44,94.36,1.073,ok,6.06,16.358
234,2024-02-01 01:56:30,12874,R3,24.94,100.84,20.76,1.298,ok,5.127,10.856
235,2024-02-01 01:57:00,16907,R3,21.63,100.67,62.17,0.054,ok,4.047,11.153
236,2024-02-01 01:57:30,68912,R3,22.6,99.47,52.91,0.19,ok,6.793,11.72
237,2024-02-01 01:58:00,64909,R2,24.33,103.37,94.97,1.028,ok,5.505,15.435
238,2024-02-01 01:58:30,18950,R1,31.67,100.62,83.98,1.015,ok,4.835,14.356
239,2024-02-01 01:59:00,61675,R1,26.75,103.55,74.73,0.652,ok,6.357,13.198
240,2024-02-01 01:59:30,31131,R2,24.02,102.89,51.78,1.031,ok,5.563,12.277
241,2024-02-01 02:00:00,54540,R4,26.56,98.75,79.2,0.152,ok,5.643,11.171
242,2024-02-01 02:00:30,96300,R4,23.43,102.4,80.64,0.514,ok,6.427,13.997
243,2024-02-01 02:01:00,26367,R3,20.47,98.08,23.59,1.363,ok,4.1,7.581
244,2024-02-01 02:01:30,43825,R2,27.49,99.63,63.61,1.634,ok,5.623,13.714
245,2024-02-01 02:02:00,81320,R2,20.81,104.15,74.98,0.524,ok,5.874,13.228
246,2024-02-01 02:02:30,42624,R3,25.32,99.54,41.45,1.003,warn,5.125,10.54
247,2024-02-01 02:03:00,83405,R4,29.05,99.97,79.08,0.661,ok,5.921,14.742
248,2024-02-01 02:03:30,72089,R1,29.75,101.59,50.03,0.204,ok,6.041,12.39
249,2024-02-01 02:04:00,58056,R2,25.45,101.14,94.84,0.243,ok,6.027,11.894
250,2024-02-01 02:04:30,34276,R2,30.12,100.43,57.8,0.923,ok,5.395,13.21
251,2024-02-01 02:05:00,81062,R3,25.33,101.47,74.54,1.001,ok,3.968,13.778
252,2024-02-01 02:05:30,43136,R1,27.78,102.86,85.61,0.149,ok,3.097,12.433
253,2024-02-01 02:06:00,93363,R2,26.69,99.74,26.19,0.749,ok,7.029,12.591
254,2024-02-01 02:06:30,37672,R4,28.76,105.61,28.73,0.952,ok,6.193,12.924
255,2024-02-01 02:07:00,18555,R1,27.71,103.02,22.38,0.858,ok,6.449,10.817
256,2024-02-01 02:07:30,72578,R4,19.16,100.41,93.05,0.755,ok,7.466,13.981
257,2024-02-01 02:08:00,44790,R1,26.01,104.0,54.99,0.236,ok,6.724,12.279
258,2024-02-01 02:08:30,16955,R4,28.31,101.14,29.94,0.373,ok,3.954,11.726
259,2024-02-01 02:09:00,83807,R4,22.58,101.81,52.79,1.431,ok,7.564,15.031
260,2024-02-01 02:09:30,44281,R1,26.23,102.74,68.23,1.227,ok,5.016,12.822
261,2024-02-01 02:10:00,93944,R4,19.69,98.62,89.42,0.082,ok,4.388,12.751
262,2024-02-01 02:10:30,99752,R1,28.38,101.01,32.25,0.478,warn,4.519,11.217
263,2024-02-01 02:11:00,89317,R1,27.99,102.75,45.32,1.154,ok,6.24,12.091
264,2024-02-01 02:11:30,67685,R2,24.99,102.01,48.85,0.115,fail,2.649,11.441
265,2024-02-01 02:12:00,31477,R4,17.13,101.08,89.29,0.585,ok,3.83,10.962
266,2024-02-01 02:12:30,52763,R4,23.3,101.87,25.83,1.343,ok,4.874,11.043
267,2024-02-01 02:13:00,85472,R4,22.46,102.19,50.63,0.599,ok,6.978,10.75
268,2024-02-01 02:13:30,36027,R1,18.34,100.27,57.46,0.45,ok,5.444,9.752
269,2024-02-01 02:14:00,73278,R4,23.13,103.26,72.42,0.979,ok,5.252,13.41
270,2024-02-01 02:14:30,12040,R3,23.97,101.09,34.88,2.514,ok,4.308,11.496
271,2024-02-01 02:15:00,74397,R3,27.8,101.15,76.42,0.609,ok,5.78,15.225
272,2024-02-01 02:15:30,91853,R2,27.53,100.93,39.32,0.881,ok,4.335,10.562
273,2024-02-01 02:16:00,17110,R3,23.3,103.48,47.31,1.825,ok,5.964,11.733
274,2024-02-01 02:16:30,92871,R1,13.76,101.63,65.2,1.357,warn,5.764,10.364
275,2024-02-01 02:17:00,17884,R1,25.4,103.26,65.29,1.643,warn,4.101,11.12
276,2024-02-01 02:17:30,98065,R1,25.99,97.21,43.62,0.321,ok,3.506,9.332
277,2024-02-01 02:18:00,52800,R2,26.71,97.72,65.09,0.072,ok,6.836,14.379
278,2024-02-01 02:18:30,53152,R3,29.75,99.36,39.07,1.252,ok,5.212,11.041
279,2024-02-01 02:19:00,17770,R2,25.36,101.34,52.67,0.147,ok,5.632,11.133
280,2024-02-01 02:19:30,63395,R2,26.52,101.47,20.31,1.081,ok,4.573,8.614
281,2024-02-01 02:20:00,29083,R2,23.99,101.91,32.88,0.062,ok,4.438,10.204
282,2024-02-01 02:20:30,36009,R3,35.55,100.02,31.99,1.984,ok,6.753,12.819
283,2024-02-01 02:21:00,18188,R2,27.26,102.91,89.79,0.206,ok,4.226,13.295
284,2024-02-01 02:21:30,84554,R3,25.12,100.75,72.66,1.619,ok,4.834,12.963
285,2024-02-01 02:22:00,20287,R4,25.29,104.0,80.21,1.118,warn,3.972,11.776
286,2024-02-01 02:22:30,62438,R4,15.22,99.11,28.69,1.642,ok,4.823,9.743
287,2024-02-01 02:23:00,61277,R3,26.32,102.3,75.75,0.601,ok,6.272,14.024
288,2024-02-01 02:23:30,36700,R3,28.81,103.8,29.28,0.509,ok,6.754,13.625
289,2024-02-01 02:24:00,18122,R4,18.7,99.18,67.26,1.246,ok,4.639,11.588
